,DATA,ANO,MÊS,PERÍODO,PIS_PASEP,COFINS,ICMS,DEMANDA_CONTRATADA_FP,DEMANDA_REGISTRADA_FP,TAR_TUSD_KW_FP,ENERGIA_PONTA,ENERGIA_FPONTA,TAR_TUSD_KWH_P,TAR_TUSD_KWH_FP,TAR_TE_KWH_P,TAR_TE_KWH_FP,REAT_KVAR_PONTA,REAT_KVAR_FPONTA,TAR_REAT_PONTA,TAR_REAT_FPONTA,VALOR_DA_FATURA,CONSUMO_TOTAL,ACRESCIMO_BAMAR,ACRESCIMO_BVERM1,ACRESCIMO_BVERM2
15,-dez-2014,2014,12,29,0.0048,0.0223,0.25,250,149.0,7.87,4624,36320,0.63239,0.02527,0.31626,0.1882,2,480,0.19887,0.19887,18400.06,40944,0.0,0.0,0
16,-jan-2015,2015,1,31,0.0073,0.0337,0.25,250,94.0,7.87,2024,25120,0.63239,0.02527,0.31626,0.1882,35,320,0.19887,0.19887,13473.64,27144,0.0,0.0,0
17,-fev-2015,2015,2,32,0.0114,0.0525,0.25,250,0.0,7.87,4072,31250,0.63239,0.02527,0.31626,0.1882,0,320,0.19887,0.19887,18663.37,35322,0.0,0.0,0
18,-mar-2015,2015,3,29,0.006,0.0278,0.25,250,150.0,7.86172,730,14720,0.67794,0.068925,0.39095,0.234396,48,480,0.247438,0.247438,11026.87,15450,0.0,783.15,0
19,-abr-2015,2015,4,31,0.0037,0.0173,0.25,250,138.0,7.86,4469,33920,0.68743,0.07802,0.40651,0.24402,0,320,0.25756,0.25756,25992.46,38389,0.0,2122.39,0
20,-mai-2015,2015,5,30,0.0105,0.0483,0.25,250,91.0,7.86,4439,30560,0.68743,0.07802,0.40651,0.24402,0,480,0.25756,0.25756,25228.0,34999,0.0,1919.44,0
21,-jun-2015,2015,6,30,0.0144,0.0665,0.25,250,93.0,8.342,4795,31840,0.717974,0.07796,0.391318,0.23605,0,480,0.248979,0.248979,27900.25,36635,0.0,2014.92,0
22,-jul-2015,2015,7,29,0.0111,0.0512,0.25,250,88.0,10.27,3398,25600,0.84015,0.07772,0.33055,0.20417,0,160,0.2147,0.2147,20936.95,28998,0.0,1594.89,0
23,-ago-2015,2015,8,32,0.0078,0.0361,0.25,250,122.0,10.27,4960,34640,0.84015,0.07772,0.33055,0.20417,0,64,0.21484375,0.21484375,26977.56,39600,0.0,2178.0,0
24,-set-2015,2015,9,30,0.0109,0.0505,0.25,250,142.0,10.27,5088,34912,0.84015,0.07772,0.33055,0.20417,0,64,0.2146875,0.2146875,27583.6,40000,0.0,1893.33,0
25,-out-2015,2015,10,33,0.0106,0.0484,0.25,250,179.0,10.27,5120,40000,0.84015,0.07772,0.33055,0.20417,16,176,0.21465909,0.21465909,29717.27,45120,0.0,2030.41,0
26,-nov-2015,2015,11,29,0.0122,0.0565,0.25,250,174.0,10.27,4672,37328,0.84015,0.07772,0.33055,0.20417,0,48,0.21479167,0.21479167,28137.94,42000,0.0,2063.07,0
27,-dez-2015,2015,12,29,0.0102,0.0469,0.25,250,162.0,10.27,4016,34352,0.84015,0.07772,0.33055,0.20417,0,144,0.21472222,0.21472222,26387.17,38368,0.0,1726.58,0
28,-jan-2016,2016,1,33,0.0084,0.0388,0.3,250,131.0,10.27,2336,31344,0.84015,0.07772,0.33055,0.20417,16,256,0.2146875,0.2146875,22518.77,33680,0.0,1515.61,0
29,-fev-2016,2016,2,29,0.0106,0.0488,0.3,250,146.0,10.27,2544,31632,0.84015,0.07772,0.33055,0.20417,16,112,0.21473214,0.21473214,22814.61,34176,0.0,1131.34,0
30,-mar-2016,2016,3,30,0.0112,0.0518,0.3,250,206.0,10.27,6256,46496,0.84015,0.07772,0.33055,0.20417,0,0,0.21473214,0.21473214,34823.04,52752,633.02,316.51,0
31,-abr-2016,2016,4,32,0.0069,0.0319,0.3,250,238.0,10.27,7216,52288,0.84015,0.07772,0.33055,0.20417,0,16,0.2147,0.2147,37553.64,59504,195.25,0.0,0
32,-mai-2016,2016,5,28,0.0075,0.0337,0.3,250,134.0,10.27,6080,38080,0.84015,0.07772,0.33055,0.20417,0,32,0.2147,0.2147,29051.64,44160,0.0,0.0,0
33,-jun-2016,2016,6,30,0.0089,0.0413,0.3,250,154.0,10.08451613,6976,43424,0.82516935,0.0749829,0.32893226,0.20462161,0,16,0.21497903,0.21497903,34383.69,50400,0.0,0.0,0
34,-jul-2016,2016,7,29,0.0075,0.0351,0.3,250,149.0,9.12,4704,34976,0.74727,0.06075,0.32052,0.20697,0,0,0.21643,0.21643,23744.41,39680,0.0,0.0,0
35,-ago-2016,2016,8,32,0.0086,0.0395,0.3,250,138.0,9.12,5440,38880,0.74727,0.06075,0.32052,0.20697,0,0,0.21643,0.21643,26589.3,44320,0.0,0.0,0
36,-set-2016,2016,9,31,0.0107,0.0488,0.3,250,163.0,9.12,6080,39152,0.74727,0.06075,0.32052,0.20697,0,16,0.21643,0.21643,28179.15,45232,0.0,0.0,0
37,-out-2016,2016,10,32,0.0103,0.0473,0.3,250,197.0,9.12,5216,40400,0.74727,0.06075,0.32052,0.20697,0,0,0.21643,0.21643,27228.32,45616,0.0,0.0,0
38,-nov-2016,2016,11,30,0.0091,0.0416,0.3,250,192.0,9.12,5472,42960,0.74727,0.06075,0.32052,0.20697,0,0,0.21643,0.21643,29171.87,48432,581.18,0.0,0
39,-dez-2016,2016,12,29,0.0097,0.0451,0.3,250,192.0,9.12,5120,40736,0.74727,0.06075,0.32052,0.20697,0,32,0.21643,0.21643,27309.52,45856,142.3,0.0,0
40,-jan-2017,2017,1,32,0.0105,0.0488,0.3,250,117.0,9.12,2560,28992,0.74727,0.06075,0.32052,0.20697,0,0,0.21643,0.21643,18644.98,31552,0.0,0.0,0
41,-fev-2017,2017,2,27,0.009,0.0416,0.3,250,134.0,9.12,2304,27664,0.74727,0.06075,0.32052,0.20697,16,64,0.21643,0.21643,16340.87,29968,0.0,0.0,0
42,-mar-2017,2017,3,31,0.0089,0.0413,0.3,197,230.0,9.12,5840,46768,0.74727,0.06075,0.32052,0.20697,0,64,0.21643,0.21643,32111.77,52608,780.62,0.0,0
43,-abr-2017,2017,4,29,0.0085,0.0388,0.3,197,208.0,9.12,6768,45648,0.74727,0.06075,0.28424793,0.17069793,0,112,0.18015793,0.18015793,30308.93,52416,289.17,1138.68,0
44,-mai-2017,2017,5,33,0.0098,0.0449,0.3,197,154.0,9.12,6192,43104,0.74727,0.06075,0.30334636,0.18979636,0,144,0.19925636,0.19925636,30341.19,49296,0.0,1478.88,0
45,-jun-2017,2017,6,30,0.0117,0.0541,0.3,197,148.0,9.52333333,5840,38992,0.76373333,0.057065,0.32142,0.205595,0,176,0.215245,0.215245,27146.63,44832,0.0,313.81,0
46,-jul-2017,2017,7,31,0.0102,0.047,0.3,197,126.0,11.54,5152,36960,0.848605,0.03864,0.35007,0.22287,0,112,0.23347,0.23347,27378.56,42112,1014.39,0.0,0
47,-ago-2017,2017,8,30,0.0085,0.0393,0.3,197,129.0,11.54,5504,36768,0.848605,0.03864,0.35007,0.22287,0,128,0.23347,0.23347,28271.66,42272,302.45,1490.73,0
48,-set-2017,2017,9,33,0.0085,0.0394,0.3,197,144.0,11.54,5728,40560,0.848605,0.03864,0.35007,0.22287,0,96,0.23347,0.23347,29893.81,46288,1075.47,516.22,0
49,-out-2017,2017,10,30,0.009,0.0412,0.3,197,214.0,11.54,5199,37855,0.848605,0.03864,0.35007,0.22287,0,96,0.23347,0.23347,29422.98,43054,220.85,1932.58,0
50,-nov-2017,2017,11,29,0.0096,0.0441,0.3,197,171.0,11.54,4559,38799,0.848605,0.03864,0.35007,0.22287,0,16,0.23347,0.23347,28065.45,43358,0.0,3146.25,0
51,-dez-2017,2017,12,30,0.0096,0.0441,0.3,197,217.0,11.54,5471,45999,0.848605,0.03864,0.35007,0.22287,0,16,0.23347,0.23347,33847.72,51470,0.0,2760.87,0
52,-jan-2018,2018,1,31,0.0092,0.0423,0.3,197,97.0,11.54,2112,27696,0.848605,0.03864,0.35007,0.22287,0,64,0.23347,0.23347,17412.67,29808,0.0,335.85,0
53,-fev-2018,2018,2,30,0.0096,0.0444,0.3,197,125.0,11.54,2576,32016,0.848605,0.03864,0.35007,0.22287,0,0,0.23347,0.23347,22328.93,34592,0.0,0.0,0
54,-mar-2018,2018,3,29,0.0045,0.0208,0.3,197,198.0,11.54,4160,32624,0.848605,0.03864,0.35007,0.22287,0,0,0.23347,0.23347,23172.38,36784,0.0,0.0,0
55,-abr-2018,2018,4,28,0.0103,0.0478,0.3,197,218.0,11.54,5936,43952,0.848605,0.03864,0.35007,0.22287,0,48,0.23347,0.23347,31501.98,49888,0.0,0.0,0
56,-mai-2018,2018,5,33,0.0159,0.0734,0.3,197,221.0,11.54,6416,49952,0.848605,0.03864,0.35007,0.22287,0,80,0.23347,0.23347,40097.73,56368,643.27,0.0,0
57,-jun-2018,2018,6,33,0.012,0.0601,0.3,197,151.0,11.94939394,6018,44777,0.87728485,0.043733303,0.36109606,0.22860788,0,62,0.23964697,0.23964697,38875.86,50795,190.25,3093.52,0
58,-jul-2018,2018,7,28,0.0092,0.0426,0.3,197,156.0,13.47,4739,37135,0.9933,0.06265,0.40205,0.24992,1,53,0.26259,0.26259,36139.54,41874,0.0,3229.99,0
59,-ago-2018,2018,8,30,0.0111,0.0519,0.3,197,168.0,13.47,5482,40539,0.9933,0.06265,0.40205,0.24992,0,112,0.26259,0.26259,40156.55,46020,0.0,3612.24,0
60,-set-2018,2018,9,33,0.0089,0.041,0.3,197,150.0,13.47,6112,44940,0.9933,0.06265,0.40205,0.24992,0,31,0.26259,0.26259,43006.35,51052,0.0,3926.46,0
61,-out-2018,2018,10,30,0.0076,0.0351,0.3,197,182.0,13.47,5311,40368,0.9933,0.06265,0.40205,0.24992,0,50,0.26259,0.26259,38541.09,45679,0.0,3474.76,0
62,-nov-2018,2018,11,30,0.012,0.0549,0.3,197,262.0,13.47,5828,46934,0.9933,0.06265,0.40205,0.24992,1,102,0.26259,0.26259,43014.67,52762,636.33,985.25,0
63,-dez-2018,2018,12,29,0.0087,0.0396,0.3,197,217.0,13.47,4706,42811,0.9933,0.06265,0.40205,0.24992,0,123,0.26259,0.26259,33852.06,47517,189.52,0.0,0
64,-jan-2019,2019,1,33,0.0089,0.0415,0.3,197,108.0,13.47,2642,31858,0.9933,0.06265,0.40205,0.24992,16,136,0.26259,0.26259,23533.28,34500,0.0,0.0,0
65,-fev-2019,2019,2,28,0.0093,0.0438,0.3,197,160.0,13.47,2705,33213,0.9933,0.06265,0.40205,0.24992,3,21,0.26259,0.26259,24327.71,35918,0.0,0.0,0
66,-mar-2019,2019,3,32,0.0089,0.0414,0.3,197,216.0,13.47,5398,46088,0.9933,0.06265,0.40205,0.24992,0,250,0.26259,0.26259,36672.84,51486,0.0,0.0,0
67,-abr-2019,2019,4,29,0.0105,0.048,0.3,197,255.0,13.47,6199,46782,0.9933,0.06265,0.40205,0.24992,0,332,0.26259,0.26259,40883.01,52981,0.0,0.0,0
68,-mai-2019,2019,5,30,0.0135,0.0626,0.3,197,240.0,13.47,6031,43511,0.9933,0.06265,0.40205,0.24992,0,261,0.26259,0.26259,40258.25,49542,591.98,0.0,0
69,-jun-2019,2019,6,32,0.01,0.0457,0.3,197,155.0,14.765625,5472,40141,0.96172125,0.06628735,0.40659313,0.25102438,0,92,0.26398125,0.26398125,33865.03,45613,196.72,0.0,0
70,-jul-2019,2019,7,29,0.0104,0.0477,0.3,197,141.0,20.38,4205,32680,0.82488,0.08203,0.42628,0.25581,0,95,0.27001,0.27001,30236.98,36885,662.44,0.0,0
71,-ago-2019,2019,8,30,0.0107,0.05,0.3,197,149.0,20.38,4897,36359,0.82488,0.08203,0.42628,0.25581,0,48,0.27001,0.27001,34939.21,41256,199.69,2048.94,0
72,-set-2019,2019,9,32,0.0096,0.0442,0.3,197,181.0,20.38,5788,43207,0.82488,0.08203,0.42628,0.25581,0,115,0.27001,0.27001,40345.62,48995,0.0,3032.83,0
73,-out-2019,2019,10,31,0.0122,0.0558,0.3,197,206.0,20.38,5735,40883,0.82488,0.08203,0.42628,0.25581,13,374,0.27001,0.27001,38866.65,46618,853.2,674.47,0
74,-nov-2019,2019,11,32,0.0122,0.00561,0.3,197,270.0,20.38,6638,50596,0.82488,0.08203,0.42628,0.25581,0,186,0.27001,0.27001,52983.77,57234,267.33,3034.42,0
75,-dez-2019,2019,12,28,0.0069,0.0322,0.3,197,232.0,20.38,4547,40217,0.82488,0.08203,0.42628,0.25581,4,217,0.27001,0.27001,37270.24,44764,731.41,573.34,0
76,-jan-2020,2020,1,31,0.0057,0.0444,0.3,197,142.0,20.38,2560,30586,0.82488,0.08203,0.42628,0.25581,27,131,0.27001,0.27001,26302.67,33146,694.83,0.0,0
77,-fev-2020,2020,2,28,0.0094,0.043,0.3,197,128.0,20.38,2592,31022,0.82488,0.08203,0.42628,0.25581,21,104,0.27001,0.27001,25801.48,33614,197.46,0.0,0
78,-mar-2020,2020,3,32,0.0079,0.0363,0.3,197,288.0,20.38,4883,44385,0.82488,0.08203,0.42628,0.25581,60,788,0.27001,0.27001,43907.57,49268,0.0,0.0,0
79,-abr-2020,2020,4,29,0.0114,0.0528,0.3,197,46.0,20.38,2070,19848,0.82488,0.08203,0.42628,0.25581,142,1374,0.27001,0.27001,20090.76,21918,0.0,0.0,0
80,-mai-2020,2020,5,33,0.0091,0.0419,0.3,197,55.0,20.38,2227,22351,0.82488,0.08203,0.42628,0.25581,59,706,0.27001,0.27001,20900.03,24578,0.0,0.0,0
