,DATA,ANO,MÊS,PERÍODO,PIS_PASEP,COFINS,ICMS,DEMANDA_CONTRATADA_FP,DEMANDA_REGISTRADA_FP,TAR_TUSD_KW_FP,ENERGIA_PONTA,ENERGIA_FPONTA,TAR_TUSD_KWH_P,TAR_TUSD_KWH_FP,TAR_TE_KWH_P,TAR_TE_KWH_FP,REAT_KVAR_PONTA,REAT_KVAR_FPONTA,TAR_REAT_PONTA,TAR_REAT_FPONTA,VALOR_DA_FATURA,CONSUMO_TOTAL,ACRESCIMO_BAMAR,ACRESCIMO_BVERM1,ACRESCIMO_BVERM2
49,2018-05-01,2018,5,32.0,0.0159,0.0734,0.3,250,190.08,11.54,7744.08,53193.6,0.84605,0.03864,0.35007,0.22287,0.0,9.928,0.23347,0.23347,40541.46,60937.68,472.35,0.0,0
50,2018-06-01,2018,6,30.0,0.012,0.0601,0.3,250,183.36,11.54,6985.2,47875.92,0.84605,0.03864,0.35007,0.22287,0.0,2.602,0.23347,0.23347,37988.92,54861.12,445.04,2143.31,0
51,2018-07-01,2018,7,29.0,0.0092,0.0426,0.3,250,195.84,13.2037931,7602.98,50955.36,0.9798966,0.05933828,0.39488034,0.24618897,0.0,0.421,0.25857345,0.25857345,46671.9,58558.34,0.0,4516.98,0
52,2018-08-01,2018,8,32.0,0.0111,0.0519,0.3,250,199.68,13.47,6316.08,49337.52,0.9933,0.06265,0.40205,0.24992,0.0,0.285,0.26259,0.26259,45756.28,55653.6,0.0,4368.4,0
53,2018-09-01,2018,9,31.0,0.0089,0.041,0.3,250,202.56,13.47,8340.96,56847.84,0.9933,0.06265,0.40205,0.24992,0.0,2.985,0.26259,0.26259,52090.57,65188.8,0.0,5013.73,0
54,2018-10-01,2018,10,32.0,0.0076,0.0351,0.3,250,159.36,13.47,7176.48,52410.0,0.9933,0.06265,0.40205,0.24992,0.0,9.614,0.26259,0.26259,46807.98,59586.48,0.0,4532.67,0
55,2018-11-01,2018,11,29.0,0.012,0.0549,0.3,250,195.84,13.47,6786.72,49943.28,0.9933,0.06265,0.40205,0.24992,0.0,8.177,0.26259,0.26259,44798.42,56730.0,432.0,2320.22,0
56,2018-12-01,2018,12,29.792916467615747,0.01132625496798122,0.05201152832752772,0.3,250,198.42368418019365,13.47,4856.475978532426,42451.729126228805,0.9933,0.06265,0.40205,0.24992,0.10315965638486951,3.5482115975407917,0.26259,0.26259,36111.96184400188,47308.205104761226,0.0,0.0,0
57,2019-01-01,2019,1,31.0,0.0089,0.0415,0.3,250,168.0,13.47,3071.0,37200.0,0.9933,0.06265,0.40205,0.24992,0.144,0.0,0.26259,0.26259,28711.92,40271.0,0.0,0.0,0
58,2019-02-01,2019,2,29.0,0.0093,0.0438,0.3,250,142.08,13.47,3656.0,42006.0,0.9933,0.06265,0.40205,0.24992,0.0,0.0,0.26259,0.26259,31342.29,45662.0,0.0,0.0,0
59,2019-03-01,2019,3,30.0,0.0089,0.0414,0.3,250,182.4,13.47,6090.0,48707.0,0.9933,0.06265,0.40205,0.24992,0.0,0.0,0.26259,0.26259,35867.93,54797.0,0.0,0.0,0
60,2019-04-04,2019,4,28.0,0.0105,0.048,0.3,250,203.52,13.47,7625.0,51393.0,0.9933,0.06265,0.40205,0.24992,0.0,0.0,0.26259,0.26259,44039.12,59018.0,0.0,0.0,0
61,2019-05-05,2019,5,33.0,0.0135,0.0626,0.3,250,213.12,13.47,7910.0,56664.0,0.9933,0.06265,0.40205,0.24992,0.0,0.0,0.26259,0.26259,48482.6,64574.0,468.76,0.0,0
62,2019-06-01,2019,6,29.0,0.01,0.0457,0.3,250,171.84,13.47,8004.0,50164.0,0.9933,0.06265,0.40205,0.24992,0.0,2.838,0.26259,0.26259,44539.99,58168.0,508.01,0.0,0
63,2019-07-01,2019,7,32.0,0.0104,0.0477,0.3,250,167.04,19.3003125,7192.0,50046.0,0.85119563,0.07900165,0.42249406,0.25468959,0.0,4.781,0.26885063,0.26885063,45377.12,57238.0,676.13,0.0,0
64,2019-08-01,2019,8,30.0,0.0107,0.05,0.3,250,174.72,20.38,5884.0,43693.0,0.82488,0.08203,0.42628,0.25581,0.0,0.887,0.27001,0.27001,41926.43,49577.0,565.85,1593.11,0
65,2019-09-01,2019,9,29.0,0.0096,0.0442,0.3,250,168.96,20.38,7461.0,47644.0,0.82488,0.08203,0.42628,0.25581,0.0,1.119,0.27001,0.27001,47498.15,55105.0,0.0,3411.05,0
66,2019-10-01,2019,10,33.0,0.0122,0.0558,0.3,250,186.24,20.38,8011.0,56281.0,0.82488,0.08203,0.42628,0.25581,1.459,26.44,0.27001,0.27001,53335.05,64292.0,727.17,2128.7,0
67,2019-11-01,2019,11,30.0,0.0122,0.00561,0.3,250,187.2,20.38,7513.0,51710.0,0.82488,0.08203,0.42628,0.25581,0.231,7.384,0.27001,0.27001,49649.97,59223.0,736.91,1860.5,0
68,2019-12-01,2019,12,32.0,0.0069,0.0322,0.3,250,212.16,20.38,7610.0,55980.0,0.82488,0.08203,0.42628,0.25581,0.0,3.832,0.27001,0.27001,50099.37,63590.0,635.72,2037.89,0
69,2020-01-01,2020,1,31.0,0.0097,0.0444,0.3,250,137.28,20.38,3510.48,36251.28,0.82488,0.08203,0.42628,0.25581,0.593,8.705,0.27001,0.27001,32272.35,39761.76,826.74,0.0,0
70,2020-02-01,2020,2,28.0,0.0094,0.043,0.3,250,168.0,20.38,3615.84,37586.88,0.82488,0.08203,0.42628,0.25581,0.0,4.267,0.27001,0.27001,31059.75,41202.72,424.23,0.0,0
71,2020-03-01,2020,3,32.0,0.0079,0.0363,0.3,250,216.96,20.38,5384.88,48731.04,0.82488,0.08203,0.42628,0.25581,0.0,1.042,0.27001,0.27001,40439.65,54115.92,0.0,0.0,0
72,2020-04-01,2020,4,29.0,0.0114,0.0528,0.3,250,117.12,20.38,3069.12,28806.48,0.82488,0.08203,0.42628,0.25581,0.0,0.454,0.27001,0.27001,27450.18,31875.6,0.0,0.0,0
73,2020-05-01,2020,5,30.0,0.0091,0.0419,0.3,250,67.2,20.38,2870.16,26615.28,0.82488,0.08203,0.42628,0.25581,0.0,0.0,0.27001,0.27001,25458.63,29485.44,0.0,0.0,0
74,2020-06-01,2020,6,29.0,0.0092,0.0425,0.3,250,75.84,20.38,2732.88,24732.72,0.82488,0.08203,0.42628,0.25581,0.0,0.0,0.27001,0.27001,24312.94,27465.6,0.0,0.0,0
